Source,Target,Weight,Label
level,be,13,SUPPORTS
level,global,33,SUPPORTS
level,average,9,SUPPORTS
level,an,10,SUPPORTS
level,on,23,SUPPORTS
level,been,12,SUPPORTS
level,at,14,SUPPORTS
level,emissions,10,SUPPORTS
level,rise,42,SUPPORTS
level,climate,6,REFUTES
level,warming,5,REFUTES
level,such,11,SUPPORTS
level,The,24,SUPPORTS
level,is,12,REFUTES
level,increased,6,SUPPORTS
level,that,13,REFUTES
to,such,26,REFUTES
to,as,65,REFUTES
to,by,84,REFUTES
to,global,97,REFUTES
to,greenhouse,68,REFUTES
to,and,211,REFUTES
to,The,55,REFUTES
to,of,237,REFUTES
to,for,48,REFUTES
to,in,158,REFUTES
to,have,61,REFUTES
to,increased,37,REFUTES
to,emissions,36,REFUTES
to,gases,37,REFUTES
to,carbon,35,REFUTES
to,an,34,REFUTES
to,is,123,REFUTES
to,or,81,SUPPORTS
to,be,130,SUPPORTS
to,a,288,SUPPORTS
to,sea,120,SUPPORTS
to,more,65,SUPPORTS
to,ice,87,SUPPORTS
to,with,120,SUPPORTS
to,has,88,SUPPORTS
to,warming,56,REFUTES
to,that,128,REFUTES
to,on,117,SUPPORTS
to,changes,52,SUPPORTS
to,climate,149,SUPPORTS
to,are,118,SUPPORTS
to,since,44,SUPPORTS
to,evidence,22,SUPPORTS
to,temperature,90,SUPPORTS
to,been,48,SUPPORTS
to,rise,77,SUPPORTS
to,other,42,SUPPORTS
to,surface,53,SUPPORTS
to,at,28,REFUTES
to,average,24,SUPPORTS
to,2,27,REFUTES
to,CO,43,SUPPORTS
sea,more,20,SUPPORTS
sea,and,121,SUPPORTS
sea,as,41,SUPPORTS
sea,ice,78,SUPPORTS
sea,with,26,SUPPORTS
sea,by,50,SUPPORTS
sea,of,128,SUPPORTS
sea,has,34,SUPPORTS
sea,a,57,SUPPORTS
sea,in,101,SUPPORTS
sea,be,17,SUPPORTS
sea,global,55,SUPPORTS
sea,at,18,SUPPORTS
sea,average,13,SUPPORTS
sea,an,12,SUPPORTS
sea,on,28,SUPPORTS
sea,been,15,SUPPORTS
sea,is,44,SUPPORTS
sea,emissions,10,SUPPORTS
sea,rise,55,SUPPORTS
sea,or,7,REFUTES
sea,have,9,REFUTES
sea,climate,7,REFUTES
sea,changes,8,REFUTES
sea,warming,12,REFUTES
sea,such,16,SUPPORTS
sea,The,48,SUPPORTS
sea,are,7,REFUTES
sea,since,8,REFUTES
sea,temperature,9,REFUTES
sea,increased,9,SUPPORTS
sea,that,41,SUPPORTS
or,and,31,REFUTES
or,as,11,REFUTES
or,of,37,REFUTES
or,such,17,SUPPORTS
or,carbon,13,SUPPORTS
or,in,59,SUPPORTS
or,be,28,SUPPORTS
or,for,18,SUPPORTS
or,a,58,SUPPORTS
or,The,8,REFUTES
or,global,15,REFUTES
or,warming,8,REFUTES
or,that,22,REFUTES
or,by,11,REFUTES
or,is,17,REFUTES
or,climate,16,REFUTES
or,temperature,21,SUPPORTS
or,greenhouse,24,SUPPORTS
or,evidence,14,SUPPORTS
or,increased,8,SUPPORTS
or,emissions,16,SUPPORTS
or,more,9,REFUTES
or,on,10,REFUTES
or,has,8,REFUTES
or,ice,5,REFUTES
or,been,5,SUPPORTS
or,at,11,SUPPORTS
or,rise,5,REFUTES
or,an,14,SUPPORTS
or,since,5,REFUTES
or,are,5,REFUTES
or,with,6,REFUTES
or,CO,9,SUPPORTS
or,2,8,SUPPORTS
such,as,49,REFUTES
such,by,11,REFUTES
such,global,16,REFUTES
such,greenhouse,16,REFUTES
such,and,90,SUPPORTS
such,carbon,10,SUPPORTS
such,in,59,SUPPORTS
such,be,15,SUPPORTS
such,for,15,SUPPORTS
such,a,34,SUPPORTS
such,The,14,REFUTES
such,on,14,REFUTES
such,of,40,REFUTES
such,is,21,REFUTES
such,warming,10,REFUTES
such,gases,12,REFUTES
such,that,14,REFUTES
such,temperature,17,SUPPORTS
such,rise,15,SUPPORTS
such,CO,8,REFUTES
such,average,7,REFUTES
such,since,6,REFUTES
such,have,12,REFUTES
such,2,8,REFUTES
such,other,9,REFUTES
such,more,6,REFUTES
such,been,5,REFUTES
such,are,6,REFUTES
such,changes,17,SUPPORTS
such,has,11,SUPPORTS
such,evidence,7,SUPPORTS
such,ice,6,SUPPORTS
surface,gases,10,SUPPORTS
surface,in,74,SUPPORTS
surface,average,16,SUPPORTS
surface,of,88,SUPPORTS
surface,global,51,SUPPORTS
surface,greenhouse,36,SUPPORTS
surface,for,12,SUPPORTS
surface,are,13,SUPPORTS
surface,warming,24,SUPPORTS
surface,and,69,SUPPORTS
surface,an,28,SUPPORTS
surface,have,25,SUPPORTS
surface,by,47,SUPPORTS
surface,is,49,SUPPORTS
surface,emissions,23,SUPPORTS
surface,increased,24,SUPPORTS
surface,that,38,SUPPORTS
surface,temperature,37,SUPPORTS
surface,carbon,7,SUPPORTS
surface,a,25,SUPPORTS
surface,The,7,REFUTES
surface,as,10,REFUTES
surface,rise,6,SUPPORTS
surface,other,5,SUPPORTS
surface,on,11,SUPPORTS
surface,climate,9,SUPPORTS
surface,has,8,REFUTES
surface,2,9,SUPPORTS
surface,with,10,REFUTES
surface,ice,8,SUPPORTS
surface,more,5,REFUTES
surface,CO,6,SUPPORTS
more,as,13,REFUTES
more,of,34,REFUTES
more,a,10,REFUTES
more,warming,10,REFUTES
more,that,15,REFUTES
more,and,70,SUPPORTS
more,ice,19,SUPPORTS
more,with,15,SUPPORTS
more,by,26,SUPPORTS
more,has,18,SUPPORTS
more,The,6,REFUTES
more,for,5,REFUTES
more,climate,10,REFUTES
more,are,7,REFUTES
more,on,19,SUPPORTS
more,at,10,SUPPORTS
more,in,28,REFUTES
more,be,7,REFUTES
more,is,10,REFUTES
more,been,8,SUPPORTS
more,have,14,SUPPORTS
more,global,15,SUPPORTS
more,CO,13,SUPPORTS
more,carbon,13,SUPPORTS
more,since,15,SUPPORTS
more,2,14,SUPPORTS
more,changes,14,SUPPORTS
and,as,90,REFUTES
and,of,301,REFUTES
and,The,69,REFUTES
and,by,119,REFUTES
and,is,153,REFUTES
and,that,161,REFUTES
and,in,216,REFUTES
and,for,48,REFUTES
and,been,69,SUPPORTS
and,on,168,SUPPORTS
and,have,196,SUPPORTS
and,a,320,SUPPORTS
and,increased,86,SUPPORTS
and,are,198,SUPPORTS
and,CO,58,SUPPORTS
and,gases,68,SUPPORTS
and,global,252,SUPPORTS
and,greenhouse,158,SUPPORTS
and,has,118,SUPPORTS
and,2,69,SUPPORTS
and,other,84,SUPPORTS
and,carbon,106,SUPPORTS
and,emissions,54,REFUTES
and,the,32,REFUTES
and,climate,96,REFUTES
and,an,44,REFUTES
and,be,103,SUPPORTS
and,ice,118,SUPPORTS
and,with,154,SUPPORTS
and,warming,72,REFUTES
and,average,42,SUPPORTS
and,changes,81,SUPPORTS
and,since,67,SUPPORTS
and,evidence,44,SUPPORTS
and,temperature,117,SUPPORTS
and,at,89,SUPPORTS
and,rise,63,SUPPORTS
and,to,16,REFUTES
and,surface,7,SUPPORTS
and,sea,5,REFUTES
and,level,5,SUPPORTS
The,by,26,REFUTES
The,of,103,REFUTES
The,is,45,REFUTES
The,that,37,REFUTES
The,in,66,REFUTES
The,for,13,REFUTES
The,gases,13,REFUTES
The,carbon,20,REFUTES
The,greenhouse,22,REFUTES
The,on,57,SUPPORTS
The,with,20,REFUTES
The,global,36,REFUTES
The,a,34,REFUTES
The,warming,38,REFUTES
The,have,14,REFUTES
The,an,8,REFUTES
The,as,67,SUPPORTS
The,at,33,SUPPORTS
The,climate,25,REFUTES
The,emissions,22,SUPPORTS
The,the,45,SUPPORTS
The,from,11,SUPPORTS
The,CO,16,SUPPORTS
The,2,19,SUPPORTS
The,be,12,REFUTES
The,rise,26,SUPPORTS
The,temperature,43,SUPPORTS
The,average,12,SUPPORTS
The,since,35,SUPPORTS
The,has,51,SUPPORTS
The,increased,18,SUPPORTS
The,are,8,REFUTES
The,to,6,REFUTES
The,ice,17,REFUTES
The,been,19,REFUTES
The,changes,27,SUPPORTS
The,or,5,SUPPORTS
The,evidence,13,SUPPORTS
ice,with,21,SUPPORTS
ice,by,39,SUPPORTS
ice,of,157,SUPPORTS
ice,has,34,SUPPORTS
ice,a,69,SUPPORTS
ice,the,21,SUPPORTS
ice,in,112,SUPPORTS
ice,at,29,SUPPORTS
ice,is,56,SUPPORTS
ice,global,38,SUPPORTS
ice,an,15,SUPPORTS
ice,that,54,SUPPORTS
ice,have,23,SUPPORTS
ice,on,19,SUPPORTS
ice,rise,28,SUPPORTS
ice,temperature,17,SUPPORTS
ice,climate,15,SUPPORTS
ice,been,19,SUPPORTS
ice,changes,9,SUPPORTS
ice,greenhouse,8,SUPPORTS
ice,as,5,REFUTES
ice,since,10,REFUTES
ice,warming,6,REFUTES
ice,2,9,SUPPORTS
ice,average,5,REFUTES
ice,than,5,SUPPORTS
as,of,86,REFUTES
as,by,33,REFUTES
as,global,40,REFUTES
as,greenhouse,29,REFUTES
as,in,148,SUPPORTS
as,have,40,SUPPORTS
as,is,99,SUPPORTS
as,are,36,SUPPORTS
as,a,43,REFUTES
as,warming,15,REFUTES
as,that,36,REFUTES
as,carbon,31,SUPPORTS
as,be,30,SUPPORTS
as,for,42,SUPPORTS
as,with,38,SUPPORTS
as,has,41,SUPPORTS
as,average,25,SUPPORTS
as,an,30,SUPPORTS
as,on,46,SUPPORTS
as,at,22,SUPPORTS
as,climate,17,REFUTES
as,temperature,31,SUPPORTS
as,rise,25,SUPPORTS
as,since,13,REFUTES
as,2,16,REFUTES
as,other,11,REFUTES
as,been,12,REFUTES
as,changes,13,REFUTES
as,evidence,13,SUPPORTS
as,increased,18,SUPPORTS
as,emissions,10,REFUTES
gases,in,60,SUPPORTS
gases,of,75,SUPPORTS
gases,global,23,SUPPORTS
gases,greenhouse,67,SUPPORTS
gases,has,11,SUPPORTS
gases,2,11,SUPPORTS
gases,other,28,SUPPORTS
gases,carbon,13,REFUTES
gases,since,14,SUPPORTS
gases,have,15,SUPPORTS
gases,is,28,SUPPORTS
gases,climate,9,SUPPORTS
gases,evidence,9,SUPPORTS
gases,a,14,SUPPORTS
gases,are,17,SUPPORTS
gases,increased,13,SUPPORTS
gases,that,34,SUPPORTS
gases,by,15,SUPPORTS
gases,warming,22,SUPPORTS
gases,average,16,SUPPORTS
gases,for,14,SUPPORTS
gases,on,11,SUPPORTS
gases,emissions,5,SUPPORTS
gases,as,12,REFUTES
gases,with,9,SUPPORTS
gases,rise,10,SUPPORTS
gases,changes,11,SUPPORTS
gases,temperature,7,REFUTES
carbon,have,20,SUPPORTS
carbon,by,32,SUPPORTS
carbon,of,120,SUPPORTS
carbon,is,72,SUPPORTS
carbon,a,62,SUPPORTS
carbon,increased,13,SUPPORTS
carbon,other,6,REFUTES
carbon,in,29,REFUTES
carbon,greenhouse,16,REFUTES
carbon,be,7,SUPPORTS
carbon,for,16,SUPPORTS
carbon,with,11,REFUTES
carbon,warming,13,REFUTES
carbon,global,7,REFUTES
carbon,that,20,REFUTES
carbon,on,19,SUPPORTS
carbon,emissions,24,SUPPORTS
carbon,are,5,REFUTES
carbon,been,5,REFUTES
carbon,has,11,REFUTES
carbon,an,11,SUPPORTS
carbon,temperature,8,SUPPORTS
carbon,evidence,9,SUPPORTS
carbon,since,5,SUPPORTS
carbon,2,11,SUPPORTS
carbon,to,11,SUPPORTS
carbon,at,5,REFUTES
in,have,146,SUPPORTS
in,of,633,SUPPORTS
in,is,279,SUPPORTS
in,are,121,SUPPORTS
in,global,204,SUPPORTS
in,greenhouse,134,SUPPORTS
in,has,102,SUPPORTS
in,2,60,SUPPORTS
in,other,61,SUPPORTS
in,increased,47,REFUTES
in,emissions,50,REFUTES
in,an,51,REFUTES
in,a,311,SUPPORTS
in,that,293,SUPPORTS
in,on,100,SUPPORTS
in,be,82,SUPPORTS
in,for,114,SUPPORTS
in,by,181,SUPPORTS
in,with,43,REFUTES
in,warming,53,REFUTES
in,at,71,SUPPORTS
in,climate,62,REFUTES
in,changes,70,SUPPORTS
in,since,68,SUPPORTS
in,evidence,32,SUPPORTS
in,temperature,113,SUPPORTS
in,been,64,SUPPORTS
in,average,43,SUPPORTS
in,rise,72,SUPPORTS
in,than,7,SUPPORTS
in,to,15,REFUTES
in,or,5,SUPPORTS
in,surface,7,SUPPORTS
CO,gases,12,SUPPORTS
CO,in,53,SUPPORTS
CO,of,84,SUPPORTS
CO,global,18,SUPPORTS
CO,greenhouse,17,SUPPORTS
CO,has,7,SUPPORTS
CO,2,87,SUPPORTS
CO,other,14,SUPPORTS
CO,is,14,REFUTES
CO,emissions,13,REFUTES
CO,the,5,SUPPORTS
CO,on,10,SUPPORTS
CO,temperature,22,SUPPORTS
CO,as,15,REFUTES
CO,average,7,REFUTES
CO,since,10,REFUTES
CO,rise,14,REFUTES
CO,have,14,REFUTES
CO,increased,7,SUPPORTS
CO,at,12,SUPPORTS
CO,with,7,REFUTES
CO,that,26,SUPPORTS
CO,carbon,11,SUPPORTS
CO,a,43,SUPPORTS
CO,climate,12,SUPPORTS
CO,are,10,SUPPORTS
CO,by,11,REFUTES
CO,ice,8,SUPPORTS
CO,to,5,REFUTES
CO,be,7,REFUTES
with,by,50,SUPPORTS
with,of,168,SUPPORTS
with,has,24,SUPPORTS
with,a,88,SUPPORTS
with,global,36,REFUTES
with,warming,13,REFUTES
with,is,31,REFUTES
with,for,16,REFUTES
with,have,29,SUPPORTS
with,other,13,SUPPORTS
with,average,14,SUPPORTS
with,an,35,SUPPORTS
with,on,46,SUPPORTS
with,at,21,SUPPORTS
with,climate,53,SUPPORTS
with,that,74,SUPPORTS
with,rise,9,SUPPORTS
with,changes,11,SUPPORTS
with,greenhouse,17,SUPPORTS
with,are,7,REFUTES
with,emissions,7,REFUTES
with,2,7,REFUTES
with,increased,10,REFUTES
with,been,15,SUPPORTS
with,be,7,REFUTES
with,temperature,28,SUPPORTS
with,since,5,REFUTES
since,have,27,SUPPORTS
since,of,96,SUPPORTS
since,is,42,SUPPORTS
since,greenhouse,14,SUPPORTS
since,climate,19,SUPPORTS
since,a,24,SUPPORTS
since,are,14,SUPPORTS
since,increased,14,SUPPORTS
since,that,32,SUPPORTS
since,been,12,REFUTES
since,global,20,REFUTES
since,warming,15,REFUTES
since,by,17,SUPPORTS
since,for,13,SUPPORTS
since,on,11,SUPPORTS
since,temperature,26,SUPPORTS
since,has,50,SUPPORTS
since,at,10,SUPPORTS
since,rise,9,REFUTES
since,2,10,REFUTES
since,other,8,REFUTES
since,emissions,6,SUPPORTS
average,an,21,SUPPORTS
average,on,17,SUPPORTS
average,by,26,SUPPORTS
average,global,47,SUPPORTS
average,been,6,SUPPORTS
average,of,59,SUPPORTS
average,has,13,SUPPORTS
average,at,9,SUPPORTS
average,greenhouse,19,SUPPORTS
average,for,14,SUPPORTS
average,are,13,SUPPORTS
average,warming,20,SUPPORTS
average,since,12,SUPPORTS
average,have,15,SUPPORTS
average,temperature,26,SUPPORTS
average,a,12,SUPPORTS
average,increased,7,SUPPORTS
average,rise,9,REFUTES
average,2,7,REFUTES
average,other,7,REFUTES
average,is,18,SUPPORTS
average,that,16,SUPPORTS
been,on,18,SUPPORTS
been,have,50,SUPPORTS
been,is,29,SUPPORTS
been,a,24,SUPPORTS
been,an,7,SUPPORTS
been,of,77,SUPPORTS
been,has,62,SUPPORTS
been,at,16,SUPPORTS
been,global,7,REFUTES
been,warming,18,REFUTES
been,by,34,SUPPORTS
been,greenhouse,12,SUPPORTS
been,for,14,SUPPORTS
been,temperature,15,SUPPORTS
been,climate,20,SUPPORTS
been,be,6,REFUTES
been,are,5,REFUTES
been,that,21,REFUTES
been,changes,14,SUPPORTS
been,evidence,8,SUPPORTS
been,other,6,SUPPORTS
an,of,53,REFUTES
an,is,34,REFUTES
an,by,33,REFUTES
an,for,8,REFUTES
an,that,37,REFUTES
an,on,34,SUPPORTS
an,global,60,SUPPORTS
an,has,17,SUPPORTS
an,at,23,SUPPORTS
an,warming,7,REFUTES
an,temperature,17,SUPPORTS
an,greenhouse,25,SUPPORTS
an,have,39,SUPPORTS
an,emissions,24,SUPPORTS
an,increased,25,SUPPORTS
an,are,6,REFUTES
an,a,15,REFUTES
an,rise,7,SUPPORTS
an,climate,15,SUPPORTS
an,evidence,5,SUPPORTS
on,have,30,SUPPORTS
on,is,73,SUPPORTS
on,a,81,SUPPORTS
on,increased,10,SUPPORTS
on,by,39,REFUTES
on,of,73,REFUTES
on,climate,34,REFUTES
on,that,108,SUPPORTS
on,global,61,SUPPORTS
on,changes,13,SUPPORTS
on,are,37,SUPPORTS
on,be,9,REFUTES
on,greenhouse,23,REFUTES
on,warming,47,SUPPORTS
on,emissions,13,SUPPORTS
on,for,27,SUPPORTS
on,at,18,SUPPORTS
on,temperature,14,SUPPORTS
on,has,32,SUPPORTS
on,other,5,REFUTES
on,2,9,SUPPORTS
on,evidence,12,SUPPORTS
have,is,67,SUPPORTS
have,a,54,SUPPORTS
have,increased,53,SUPPORTS
have,of,167,SUPPORTS
have,are,40,SUPPORTS
have,by,67,SUPPORTS
have,global,43,REFUTES
have,emissions,29,REFUTES
have,warming,16,REFUTES
have,that,54,REFUTES
have,other,20,SUPPORTS
have,greenhouse,43,SUPPORTS
have,climate,34,SUPPORTS
have,evidence,6,SUPPORTS
have,for,6,REFUTES
have,temperature,6,REFUTES
have,2,11,REFUTES
have,changes,8,REFUTES
have,has,21,SUPPORTS
have,at,6,REFUTES
temperature,of,122,SUPPORTS
temperature,is,52,SUPPORTS
temperature,global,70,SUPPORTS
temperature,greenhouse,29,SUPPORTS
temperature,evidence,6,SUPPORTS
temperature,a,72,SUPPORTS
temperature,increased,17,SUPPORTS
temperature,that,65,SUPPORTS
temperature,emissions,11,SUPPORTS
temperature,by,53,SUPPORTS
temperature,has,35,SUPPORTS
temperature,at,19,SUPPORTS
temperature,warming,33,SUPPORTS
temperature,2,13,REFUTES
temperature,other,8,REFUTES
temperature,for,8,REFUTES
temperature,are,8,REFUTES
temperature,climate,28,SUPPORTS
temperature,be,8,SUPPORTS
be,for,19,SUPPORTS
be,a,72,SUPPORTS
be,by,47,SUPPORTS
be,of,109,SUPPORTS
be,global,31,SUPPORTS
be,temperature,12,SUPPORTS
be,is,46,SUPPORTS
be,greenhouse,25,SUPPORTS
be,evidence,8,SUPPORTS
be,increased,15,SUPPORTS
be,that,67,SUPPORTS
be,emissions,12,SUPPORTS
be,climate,13,REFUTES
be,warming,11,REFUTES
be,are,11,REFUTES
be,at,9,REFUTES
be,has,10,SUPPORTS
be,changes,6,SUPPORTS
be,2,7,REFUTES
rise,emissions,14,SUPPORTS
rise,by,28,SUPPORTS
rise,of,81,SUPPORTS
rise,changes,6,SUPPORTS
rise,global,44,SUPPORTS
rise,greenhouse,14,SUPPORTS
rise,for,16,SUPPORTS
rise,climate,12,SUPPORTS
rise,a,47,SUPPORTS
rise,other,13,SUPPORTS
rise,that,38,SUPPORTS
rise,on,9,SUPPORTS
rise,have,7,REFUTES
rise,temperature,20,REFUTES
rise,2,14,REFUTES
rise,has,9,SUPPORTS
rise,be,15,SUPPORTS
rise,is,32,SUPPORTS
rise,at,6,REFUTES
rise,warming,10,SUPPORTS
rise,to,6,SUPPORTS
changes,by,20,SUPPORTS
changes,of,71,SUPPORTS
changes,is,37,SUPPORTS
changes,climate,33,SUPPORTS
changes,a,10,SUPPORTS
changes,are,18,SUPPORTS
changes,that,30,SUPPORTS
changes,global,20,SUPPORTS
changes,greenhouse,20,SUPPORTS
changes,for,17,SUPPORTS
changes,other,5,SUPPORTS
changes,warming,8,REFUTES
changes,has,12,SUPPORTS
by,global,64,REFUTES
by,greenhouse,44,REFUTES
by,of,129,REFUTES
by,is,75,REFUTES
by,that,97,REFUTES
by,a,133,SUPPORTS
by,increased,40,SUPPORTS
by,climate,39,REFUTES
by,has,59,SUPPORTS
by,for,16,REFUTES
by,warming,25,REFUTES
by,at,28,SUPPORTS
by,are,59,SUPPORTS
by,the,32,SUPPORTS
by,level,6,SUPPORTS
by,sea,10,SUPPORTS
by,emissions,42,SUPPORTS
by,surface,6,SUPPORTS
by,ice,11,SUPPORTS
by,in,14,SUPPORTS
by,as,5,SUPPORTS
by,other,8,REFUTES
by,evidence,10,SUPPORTS
by,The,6,SUPPORTS
by,to,11,SUPPORTS
by,2,12,REFUTES
by,from,5,SUPPORTS
by,have,6,SUPPORTS
of,is,157,REFUTES
of,that,164,REFUTES
of,for,54,REFUTES
of,are,152,SUPPORTS
of,global,302,SUPPORTS
of,greenhouse,169,SUPPORTS
of,has,147,SUPPORTS
of,2,86,SUPPORTS
of,other,67,SUPPORTS
of,a,400,SUPPORTS
of,increased,104,SUPPORTS
of,emissions,67,REFUTES
of,warming,91,REFUTES
of,climate,102,REFUTES
of,at,92,SUPPORTS
of,evidence,43,SUPPORTS
of,on,14,SUPPORTS
